"","age","gender","is_transgender","sexual_orientation","race","birthplace","marital_status","education","hh_income","home_tenure","occupation","union_status","military","urban_rural","religion","religious_attendance","party_id_3","party_id_7","guns_in_household","voting_duty_choice_7","gov_run_by","gov_waste_3","spend_services_7","defense_spend_7","health_insurance_7","abortion_7","job_income_7","assist_black_7","fedspend_social_security_5","fedspend_public_schools_5","fedspend_border_security_5","fedspend_crime_5","fedspend_highways_5","fedspend_aid_poor_5","fedspend_environment_5","dei_7","death_penalty_4","stay_out_foreign_4","use_force_5","votes_counted_5","voter_id_7","felons_vote_7","climate_action_7","paid_leave_7","trans_bathroom_7","trans_sports_7","gay_job_protect_4","gay_adoption_6","gay_marriage_7","birthright_7","immig_children_6","border_wall_7","urban_unrest_7","ukraine_aid_7","israel_aid_7","palestinians_aid_7"
"633",41,"Man","No","Heterosexual","White","Other country","Divorced","Bachelors","$100,000–$249,999","Rent","Working","No","Never served","Urban","Mainline Protestant","Every week","Democrat","Weak Democrat",0,1,"Big interests","Waste some",7,4,2,1,3,2,3,1,3,1,3,3,1,4,4,3,3,5,1,2,2,1,4,5,1,3,3,7,5,6,2,1,4,1
"634",46,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Rent","Working","No","Never served","Rural","Jewish","Once or twice a month","Republican","Strong Republican",0,2,"Benefit of all","Waste a lot",7,7,1,7,1,5,1,1,2,3,2,2,3,4,4,2,3,3,2,1,5,1,7,1,4,3,6,1,5,2,4,4,2,4
"635",70,"Woman","No","Heterosexual","Hispanic","US state or DC","Never married","Some college","$100,000–$249,999","Rent","Working","No","Never served","Suburban","Other Christian","Every week","Democrat","Weak Democrat",0,1,"Big interests","Waste a lot",5,5,2,6,1,3,2,1,1,1,2,1,1,2,1,4,3,2,2,4,1,1,6,4,1,3,1,1,6,4,2,4,4,2
"636",73,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$60,000–$99,999","Own/buying","Working","No","Never served","Suburban","Mainline Protestant","A few times a year","Democrat","Weak Democrat",0,7,"Big interests","Waste some",4,5,5,2,5,3,3,1,1,3,3,3,1,1,4,4,3,5,4,2,1,4,2,4,1,1,1,4,6,6,3,1,6,2
"637",76,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","Under $9,999","Rent","Not working","No","Previously served","Urban","Other Christian","A few times a year","Democrat","Strong Democrat",0,1,"Big interests","Waste some",7,5,1,1,2,2,1,2,1,1,1,1,2,2,4,4,3,5,7,4,2,4,4,4,4,1,1,7,6,7,2,1,2,2
"638",70,"Woman","No","Bisexual","Black","US state or DC","Married","Graduate","$60,000–$99,999","Own/buying","Working","No","Never served","Urban","Other religion","Almost every week","Democrat","Strong Democrat",0,7,"Big interests","Waste a lot",6,1,1,1,3,3,1,1,3,3,1,1,1,4,3,3,3,1,4,1,1,1,4,4,1,1,1,7,6,4,1,4,4,4
"639",62,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$60,000–$99,999","Own/buying","Not working","No","Previously served","Small town","Mainline Protestant","A few times a year","Republican","Weak Republican",5,2,"Big interests","Waste some",4,6,5,1,6,5,1,1,1,2,1,3,3,6,2,4,4,4,1,4,2,3,7,1,1,3,4,4,6,2,6,2,1,3
"640",32,"Man","No","Heterosexual","Hispanic","US state or DC","Never married","HS diploma","$30,000–$59,999","Rent","Not working","No","Never served","Small town","Other Christian","Once or twice a month","Democrat","Strong Democrat",0,4,"Benefit of all","Waste some",7,7,2,1,7,2,1,1,3,3,1,1,1,2,1,4,3,2,1,1,4,1,4,4,1,1,1,1,6,7,2,1,4,4
"641",54,"Man","No","Heterosexual","Black","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Working","Yes","Never served","Urban","Other religion","A few times a year","Democrat","Weak Democrat",0,1,"Benefit of all","Waste some",5,5,2,3,5,4,1,1,1,1,3,3,1,4,2,4,5,4,1,1,1,1,4,1,1,1,1,3,6,4,5,4,4,4
"642",57,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$250,000+","Own/buying","Working","No","Never served","Suburban","Other religion","A few times a year","Democrat","Weak Democrat",0,2,"Big interests","Waste some",5,4,2,1,4,4,3,1,2,1,1,2,2,4,2,4,3,5,6,1,2,2,2,2,1,1,1,2,6,4,3,1,2,3
"643",80,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$30,000–$59,999","Own/buying","Not working","Yes","Never served","Small town","Other Christian","Every week","Democrat","Strong Democrat",5,7,"Big interests","Waste some",6,5,5,2,3,2,2,1,3,1,2,1,3,2,1,3,3,4,2,2,2,1,6,4,1,1,1,4,5,4,3,4,4,4
"644",68,"Nonbinary/Other","No","Heterosexual","Black","Other US territory","Widowed","Some college","$10,000–$29,999","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","Every week","Democrat","Weak Democrat",0,1,"Big interests","Waste a lot",4,5,7,7,6,6,1,3,1,1,1,3,1,4,2,2,4,4,2,2,1,4,7,1,3,5,7,2,2,2,5,4,4,4
"645",68,"Woman","No","Heterosexual","White","US state or DC","Married","HS diploma","Under $9,999","Own/buying","Not working","No","Never served","Rural","Jewish","Almost every week","Republican","Strong Republican",5,1,"Big interests","Waste a lot",4,6,5,6,5,6,1,1,1,2,1,3,3,3,1,4,3,1,1,4,4,1,7,1,1,5,7,1,5,1,5,2,4,4
"646",80,"Man","No","Heterosexual","White","US state or DC","Divorced","Less than HS","$30,000–$59,999","Own/buying","Not working","No","Never served","Rural","Not religious","A few times a year","Republican","Weak Republican",0,7,"Big interests","Waste a lot",4,7,5,2,5,5,2,3,1,1,2,3,3,7,1,3,3,3,1,6,6,5,7,1,1,4,2,1,5,1,7,1,1,2
"647",53,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$60,000–$99,999","Own/buying","Working","No","Never served","Urban","Other Christian","Every week","Democrat","Weak Democrat",5,1,"Big interests","Waste a lot",5,4,2,3,5,4,1,1,2,2,2,2,1,4,4,4,3,5,7,1,1,1,4,4,1,1,1,7,6,7,3,1,2,1
"648",55,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","Yes","Never served","Suburban","Other religion","A few times a year","Republican","Strong Republican",2,4,"Big interests","Waste a lot",4,7,1,1,3,6,1,2,1,1,1,2,1,6,2,3,4,1,1,3,2,1,7,1,1,1,2,4,1,1,7,4,4,4
"649",68,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Not working","No","Previously served","Suburban","Jewish","Every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",3,7,4,5,6,5,1,4,1,1,1,4,3,4,1,1,3,2,1,7,2,6,7,1,3,5,4,2,5,1,6,6,1,2
"650",34,"Man","No","Heterosexual","Black","US state or DC","Married","Some college","$10,000–$29,999","Rent","Working","No","Never served","Urban","Jewish","Almost every week","Democrat","Weak Democrat",0,7,"Big interests","Waste a lot",4,3,5,7,3,2,1,3,1,5,2,1,2,2,4,4,3,2,2,5,1,4,7,7,1,6,7,4,2,2,1,7,1,4
"651",30,"Woman","No","Heterosexual","Hispanic","US state or DC","Never married","Bachelors","$30,000–$59,999","Own/buying","Working","No","Never served","Rural","Jewish","Once or twice a month","Democrat","Strong Democrat",0,7,"Big interests","Waste a lot",7,5,1,1,1,3,1,1,4,1,1,1,1,1,1,4,1,3,1,2,2,1,4,2,1,1,1,4,6,6,1,4,4,4
"652",72,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Not working","No","Never served","Rural","Other Christian","Every week","Republican","Strong Republican",14,1,"Big interests","Waste a lot",1,7,7,7,6,3,1,5,1,1,3,3,5,6,1,3,3,2,1,4,7,1,7,1,4,6,7,7,1,1,7,1,1,7
"653",71,"Man","No","Heterosexual","White","US state or DC","Never married","HS diploma","$30,000–$59,999","Rent","Not working","No","Never served","Urban","Other Christian","A few times a year","Democrat","Weak Democrat",0,7,"Big interests","Waste a lot",4,3,4,3,4,4,1,1,5,3,1,1,1,6,4,4,3,4,4,1,1,1,7,1,1,5,4,7,6,7,2,1,4,1
"654",44,"Man","No","Heterosexual","Hispanic","US state or DC","Married","Graduate","$250,000+","Own/buying","Working","No","Never served","Suburban","Other Christian","Almost every week","Democrat","Weak Democrat",0,4,"Big interests","Waste a lot",4,5,4,2,4,4,1,3,4,3,3,3,1,4,3,3,3,3,4,4,1,1,6,2,1,2,4,7,5,7,4,1,7,1
"655",27,"Man","No","Heterosexual","White","US state or DC","Never married","HS diploma","Under $9,999","Own/buying","Working","Yes","Never served","Suburban","Mainline Protestant","A few times a year","Republican","Strong Republican",2,7,"Big interests","Waste a lot",4,6,6,1,3,7,2,3,1,3,2,3,3,5,1,2,3,1,3,1,4,2,7,1,2,3,7,2,2,2,6,6,4,4
"656",76,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Not working","No","Previously served","Suburban","Other Christian","Almost every week","Republican","Strong Republican",3,1,"Big interests","Waste a lot",4,5,5,6,5,5,3,5,1,2,3,4,4,6,4,1,3,4,1,2,7,6,7,7,1,5,5,2,6,1,3,4,1,1
"657",80,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$10,000–$29,999","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","Every week","Republican","Strong Republican",0,1,"Big interests","Waste some",4,5,6,6,6,5,3,3,1,3,3,3,3,7,1,4,4,2,1,2,4,1,7,1,4,6,7,4,6,1,1,4,1,1
"658",77,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Not working","No","Previously served","Rural","Roman Catholic","Every week","Republican","Strong Republican",3,1,"Benefit of all","Waste a lot",5,7,3,6,5,6,1,2,1,1,1,2,3,6,1,4,3,4,1,7,6,1,7,1,1,6,7,7,5,1,6,4,1,2
"659",40,"Woman","No","Heterosexual","White","US state or DC","Never married","Some college","$60,000–$99,999","Own/buying","Working","No","Never served","Suburban","Mainline Protestant","A few times a year","Democrat","Weak Democrat",0,6,"Big interests","Waste a lot",4,2,4,2,4,4,3,2,3,2,1,3,3,5,1,2,4,4,2,3,4,4,4,3,1,1,1,4,4,5,4,5,5,5
"660",80,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$30,000–$59,999","Own/buying","Not working","No","Previously served","Rural","Other Christian","Every week","Republican","Strong Republican",4,1,"Big interests","Waste a lot",4,7,7,6,7,5,3,3,1,1,1,3,5,7,2,4,4,1,1,7,4,4,7,1,4,6,7,1,5,1,7,7,1,4
"661",78,"Man","No","Heterosexual","White","US state or DC","Separated","Less than HS","$30,000–$59,999","Rent","Not working","No","Previously served","Small town","Mainline Protestant","Once or twice a month","Democrat","Strong Democrat",0,7,"Big interests","Waste very little",1,7,1,1,1,1,2,3,3,3,1,1,3,4,4,3,3,4,4,1,6,2,4,4,1,5,4,7,6,7,1,1,1,1
"662",54,"Man","No","Heterosexual","Asian/Pacific Islander","US state or DC","Never married","Bachelors","Under $9,999","Own/buying","Not working","No","Never served","Urban","Not religious","Almost every week","Republican","Strong Republican",2,4,"Big interests","Waste a lot",6,3,2,2,1,7,2,1,1,2,3,1,1,7,2,3,1,4,4,2,1,4,6,1,1,2,4,2,5,4,5,1,7,1
"663",79,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$60,000–$99,999","Own/buying","Not working","No","Previously served","Suburban","Other Christian","Every week","Democrat","Strong Democrat",0,7,"Big interests","Waste some",7,3,4,3,4,2,2,1,3,1,1,1,1,1,4,4,3,5,2,2,1,1,4,4,1,1,1,6,5,4,1,1,6,1
"664",63,"Man","No","Heterosexual","White","US state or DC","Separated","Less than HS","$10,000–$29,999","Own/buying","Working","No","Never served","Small town","Evangelical Protestant","A few times a year","Republican","Weak Republican",0,6,"Big interests","Waste a lot",6,4,6,4,4,6,2,3,1,1,3,3,3,4,1,1,4,3,4,1,2,7,2,6,1,6,7,1,1,1,5,7,7,7
"665",70,"Woman","No","Heterosexual","White","US state or DC","Separated","Graduate","$250,000+","Own/buying","Not working","No","Never served","Small town","Evangelical Protestant","Almost every week","Democrat","Strong Democrat",3,1,"Big interests","Waste some",7,5,1,3,1,1,3,1,1,3,1,1,1,4,4,4,2,4,2,4,1,1,1,4,1,1,1,7,6,2,1,1,1,1
"666",58,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Not working","No","Never served","Suburban","Jewish","Almost every week","Republican","Weak Republican",0,4,"Big interests","Waste a lot",1,7,7,6,7,6,3,5,1,1,1,4,5,6,3,3,3,4,1,6,5,4,7,1,3,3,7,3,4,1,6,4,2,5
"667",45,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Roman Catholic","Almost every week","Democrat","Strong Democrat",3,1,"Big interests","Waste some",7,4,3,2,2,3,2,2,4,2,1,1,1,2,3,3,3,5,7,1,1,1,1,6,1,1,1,7,6,7,1,1,4,1
"668",42,"Woman","No","Heterosexual","Hispanic","US state or DC","Never married","Graduate","$60,000–$99,999","Own/buying","Working","No","Never served","Urban","Other Christian","Almost every week","Democrat","Weak Democrat",0,1,"Big interests","Waste a lot",7,5,3,3,2,1,1,2,3,2,1,2,2,1,3,3,3,5,6,1,2,1,7,6,1,2,1,7,6,7,3,4,4,1
"669",71,"Woman","No","Bisexual","White","Other country","Widowed","Graduate","$30,000–$59,999","Own/buying","Working","No","Never served","Suburban","Mainline Protestant","Every week","Democrat","Weak Democrat",2,1,"Big interests","Waste a lot",6,6,3,1,6,7,3,1,1,1,1,3,1,4,1,4,2,5,2,2,2,4,2,4,1,1,1,2,6,7,3,1,2,2
"670",57,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Not working","No","Previously served","Rural","Black Protestant","A few times a year","Republican","Strong Republican",0,1,"Big interests","Waste some",4,5,4,2,4,4,2,1,1,2,1,1,3,2,2,4,3,4,2,1,4,1,4,4,2,5,4,4,5,1,1,1,1,1
"671",70,"Man","No","Heterosexual","White","US state or DC","Divorced","Bachelors","$30,000–$59,999","Own/buying","Not working","No","Never served","Suburban","Other Christian","Never","Republican","Weak Republican",0,6,"Benefit of all","Waste a lot",2,5,7,5,7,4,2,2,1,1,1,4,5,7,1,4,2,1,1,4,4,2,7,7,1,1,7,1,1,1,7,4,1,6
"672",51,"Man","No","Heterosexual","Asian/Pacific Islander","Other country","Married","Bachelors","$30,000–$59,999","Own/buying","Working","No","Never served","Small town","Other Christian","Every week","Democrat","Strong Democrat",0,1,"Big interests","Waste some",7,6,1,2,2,3,1,1,2,1,3,3,1,4,1,2,3,4,1,6,4,4,7,4,2,2,4,4,6,4,1,1,2,4
"673",45,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","No","Never served","Urban","Other religion","Once or twice a month","Democrat","Strong Democrat",0,7,"Benefit of all","Waste some",7,4,1,2,2,3,2,2,3,3,2,1,1,2,4,3,3,4,2,2,1,1,1,1,1,1,1,7,6,7,1,2,1,1
"674",77,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$10,000–$29,999","Rent","Not working","No","Never served","Small town","Mainline Protestant","Once or twice a month","Republican","Weak Republican",0,7,"Big interests","Waste some",4,4,4,3,5,6,1,2,1,2,1,3,2,5,2,2,5,4,1,3,4,4,7,1,4,5,6,6,5,1,1,6,6,6
"675",46,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$60,000–$99,999","Own/buying","Working","Yes","Never served","Small town","Mainline Protestant","Never","Democrat","Strong Democrat",0,1,"Big interests","Waste some",7,3,3,2,3,4,3,1,3,3,3,2,1,4,2,4,3,5,4,4,1,1,4,4,1,1,1,7,6,7,3,1,4,1
"676",80,"Woman","No","Heterosexual","Black","US state or DC","Widowed","Bachelors","Under $9,999","Own/buying","Not working","No","Never served","Small town","Mainline Protestant","Every week","Democrat","Strong Democrat",1,1,"Benefit of all","Waste some",7,7,1,1,4,4,1,1,3,1,1,1,1,6,3,4,4,4,1,4,1,2,7,7,1,1,2,6,6,2,1,1,4,1
"677",80,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Working","No","Previously served","Small town","Jewish","Almost every week","Democrat","Strong Democrat",1,1,"Benefit of all","Waste some",4,5,4,3,6,6,3,3,3,2,3,2,3,4,3,4,3,5,4,2,2,2,7,1,2,2,2,4,6,7,1,1,2,4
"678",75,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Working","No","Never served","Small town","Not religious","Once or twice a month","Democrat","Strong Democrat",0,1,"Big interests","Waste some",7,5,1,1,1,1,1,1,2,3,1,1,1,1,3,3,4,4,2,2,1,1,1,4,1,1,1,7,6,7,1,2,4,2
"679",42,"Man","No","Gay/Lesbian","White","US state or DC","Married","Graduate","$250,000+","Own/buying","Working","No","Never served","Urban","Evangelical Protestant","Every week","Democrat","Strong Democrat",2,1,"Big interests","Waste some",5,4,3,2,2,3,2,1,3,1,1,3,3,2,2,3,3,4,3,1,2,2,1,4,1,1,2,7,6,7,1,2,4,4
"680",66,"Woman","No","Heterosexual","White","US state or DC","Divorced","Some college","$10,000–$29,999","Own/buying","Working","No","Never served","Urban","Mainline Protestant","Every week","Democrat","Weak Democrat",0,7,"Big interests","Waste a lot",7,4,1,3,5,4,1,1,1,1,1,1,1,4,1,4,3,5,2,2,1,1,7,1,1,2,2,6,5,2,7,2,2,2
"681",77,"Man","No","Heterosexual","White","US state or DC","Married","HS diploma","$10,000–$29,999","No cash rent","Not working","No","Previously served","Urban","Jewish","Every week","Republican","Weak Republican",0,4,"Big interests","Waste a lot",2,7,7,5,1,7,5,5,1,1,1,1,5,7,1,1,4,1,1,2,7,7,7,7,2,6,4,7,1,1,6,7,1,7
"682",68,"Woman","No","Heterosexual","White","Other US territory","Divorced","HS diploma","Under $9,999","Own/buying","Not working","No","Never served","Urban","Mainline Protestant","Never","Democrat","Strong Democrat",0,7,"Big interests","Waste a lot",7,7,1,1,2,7,1,1,1,3,3,1,2,2,1,1,2,5,1,7,4,6,7,1,1,6,7,4,1,1,7,6,7,4
"683",42,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Working","No","Never served","Rural","Evangelical Protestant","Every week","Republican","Strong Republican",2,7,"Big interests","Waste a lot",4,7,4,5,5,5,1,1,1,1,1,1,3,5,2,3,3,1,1,1,4,1,7,1,1,2,2,4,1,1,7,4,1,4
"684",30,"Man","No","Heterosexual","Black","US state or DC","Never married","HS diploma","$30,000–$59,999","Rent","Not working","No","Never served","Suburban","Evangelical Protestant","A few times a year","Democrat","Strong Democrat",1,2,"Big interests","Waste a lot",5,4,1,1,2,2,1,1,2,1,1,1,2,1,1,3,3,3,2,1,4,2,4,4,1,2,4,4,5,2,1,4,4,4
"685",65,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$60,000–$99,999","Own/buying","Working","No","Never served","Small town","Evangelical Protestant","Every week","Democrat","Strong Democrat",2,1,"Big interests","Waste some",5,4,2,3,3,2,3,1,2,3,1,2,2,2,3,4,4,5,4,2,1,2,2,4,1,1,1,6,6,4,3,1,4,1
"686",54,"Woman","No","Heterosexual","White","US state or DC","Married","HS diploma","$60,000–$99,999","Own/buying","Working","No","Never served","Suburban","Other Christian","Every week","Democrat","Strong Democrat",0,2,"Big interests","Waste some",5,3,1,1,5,3,1,1,3,3,2,3,2,1,3,3,3,3,4,4,1,1,1,7,1,1,2,4,5,7,1,2,3,1
"687",71,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$60,000–$99,999","Rent","Working","No","Never served","Urban","Other religion","Every week","Democrat","Strong Democrat",2,4,"Big interests","Waste some",7,3,1,1,2,3,1,1,3,3,1,2,1,5,4,4,4,5,7,4,1,4,1,4,1,1,2,5,6,7,4,1,1,5
"688",39,"Woman","No","Heterosexual","White","US state or DC","Married","HS diploma","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Jewish","Every week","Republican","Weak Republican",0,6,"Big interests","Waste a lot",3,7,7,7,5,7,2,1,1,1,3,4,3,7,2,3,2,1,1,4,4,1,7,1,3,5,7,2,2,1,7,2,1,4
"689",65,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$30,000–$59,999","Own/buying","Not working","No","Never served","Small town","Evangelical Protestant","Almost every week","Republican","Strong Republican",2,1,"Big interests","Waste a lot",7,4,4,4,4,7,1,3,1,1,1,1,3,6,1,3,3,3,1,4,4,2,6,2,3,5,7,2,5,1,7,6,4,6
"690",80,"Man","No","Heterosexual","White","US state or DC","Married","HS diploma","$30,000–$59,999","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","Once or twice a month","Republican","Strong Republican",0,4,"Big interests","Waste a lot",1,7,5,5,7,6,1,3,1,1,1,4,3,7,2,2,3,2,1,2,4,4,7,1,1,2,4,2,5,1,7,4,1,4
"691",69,"Man","No","Heterosexual","White","US state or DC","Widowed","Some college","$30,000–$59,999","Rent","Not working","No","Previously served","Small town","Mainline Protestant","Almost every week","Democrat","Strong Democrat",0,1,"Big interests","Waste some",6,6,4,2,2,4,2,1,1,3,1,2,2,2,1,4,2,4,3,2,1,1,4,1,1,1,1,1,6,7,3,1,2,4
"692",23,"Woman","No","Bisexual","White","US state or DC","Never married","Some college","$100,000–$249,999","Own/buying","Working","Yes","Never served","Rural","Other Christian","Once or twice a month","Democrat","Strong Democrat",2,1,"Big interests","Waste a lot",7,4,1,1,1,1,1,1,4,3,4,1,1,2,2,3,4,4,2,1,1,1,1,7,1,1,1,6,6,7,1,2,7,1
